gene.id	SYMBOL	logFC	AveExpr	P.Value	adj.P.Val
116837	Rims1	2.54673436722623	5.32531906353159	9.59339324690031e-08	6.50797524739723e-05
17975	Ncl	-2.00772906176859	8.14095900602476	1.0348110006544e-07	6.51487850887325e-05
192216	Tmem47	-2.37256005360508	5.23858179802281	1.07114928556509e-07	6.51487850887325e-05
11829	Aqp4	-3.1996491742476	4.7777986529208	1.09755078066094e-07	6.51487850887325e-05
20592	Kdm5d	7.7108575769386	-1.80222142175909	1.15290959904979e-07	6.5697400592253e-05
22026	Nr2c2	3.03473434249568	4.0891638973739	1.3081691861198e-07	7.16776085594718e-05
20907	Stx1a	1.87174043244813	7.72222901245776	1.4180858407692e-07	7.34038838824547e-05
74103	Nebl	3.41069056986881	4.32413249141987	1.49756123875873e-07	7.34038838824547e-05
19283	Ptprz1	-2.14083934474094	5.62457210947009	1.53614589202288e-07	7.34038838824547e-05
20511	Slc1a2	-2.76829184519445	9.09701307291131	1.55542977681004e-07	7.34038838824547e-05
319317	Snhg11	-2.82811197015693	6.81442388312281	1.59730478755868e-07	7.34038838824547e-05
56736	Rnf14	2.27933867272422	8.70979461684759	1.7571809139502e-07	7.82274978129206e-05
71691	Pnmal1	2.23838543389261	5.6211147245602	1.81895874130306e-07	7.85238976624346e-05
241520	Fam171b	3.17493527331763	5.16384709576488	2.17957065303132e-07	9.13240103620122e-05
226982	Eif5b	-3.42368359718785	7.14038437647921	2.40665849704895e-07	9.79578769970266e-05
230316	Megf9	2.87084765209771	3.87756781756443	2.62401629815452e-07	0.000101299366974801
17281	Fyco1	-2.00321536707174	4.28221175724978	2.63096769483899e-07	0.000101299366974801
329251	Ppp1r12b	3.05241040254151	3.83392065573854	2.74171475368061e-07	0.000102785443107721
72102	Dusp11	-2.1633790245102	4.65469729990659	2.82871386114503e-07	0.000103327840168903
68031	Rnf146	1.76142802598746	6.00623710367807	3.25471244452328e-07	0.00011471172575014
69546	Mapk1ip1	-1.92429431679147	5.1765095135507	3.39254112114666e-07	0.00011471172575014
98660	Atp1a2	-3.11215176243608	7.58682350639039	3.40627261234152e-07	0.00011471172575014
73144	3110039I08Rik	-2.97144922005508	3.73997358928873	3.55655367446259e-07	0.00011471172575014
60409	Trappc4	1.77415784249026	5.86792726357349	3.6735816198958e-07	0.00011471172575014
234967	Slc36a4	4.12264970823088	2.09368815622717	3.70290813109705e-07	0.00011471172575014
11798	Xiap	-2.35931956504001	6.2440022162256	3.7040147301042e-07	0.00011471172575014
67916	Plpp3	-2.00366703091971	5.73579339325358	3.92679918429565e-07	0.000118158297179914
26894	Cops7a	1.81114936362021	7.98932796888465	4.08629703614037e-07	0.000118158297179914
13853	Epm2a	3.29686092705458	2.83117373475027	4.2418060511704e-07	0.000118158297179914
244882	Tnfaip8l3	2.61152306824739	5.22879426939952	4.27910816323955e-07	0.000118158297179914
67857	Ppp6c	1.81398515659993	5.18824404021876	4.32833636910521e-07	0.000118158297179914
218544	Sgtb	2.9936507667563	6.2062883545782	4.34114331311671e-07	0.000118158297179914
75029	Purg	-3.4333552843518	4.77382216799701	4.39589340905197e-07	0.000118158297179914
12950	Hapln1	-2.69474396248935	3.25302441615865	4.52397415363426e-07	0.000118212016246362
239857	Cadm2	-2.21752630333102	7.06094162468561	4.56385012884313e-07	0.000118212016246362
14365	Fzd3	-2.50820108901252	5.60337761393543	4.81144207177697e-07	0.000122399649561669
22318	Vamp2	1.67341433186626	10.8656288830154	4.99953667276592e-07	0.000124953332351269
52585	Dhrs1	2.07682724081478	5.9477746836444	5.50847305647944e-07	0.000134294479175726
225998	Rorb	-1.97507289225164	3.78289417235811	5.56182386028911e-07	0.000134294479175726
228550	Itpka	2.29330024890768	8.52649160355068	6.05079942740024e-07	0.000143666147737906
246317	Neto1	1.78355874861061	6.56294129690358	6.43899666666043e-07	0.000150376961497122
386753	Dbpht2	-1.62667721295379	5.1298972676473	6.89294481894184e-07	0.000158382083694589
233812	Mosmo	-2.1865347295834	5.79811885941286	7.24775691742187e-07	0.000159894266639054
71532	Fam217b	3.62225767360623	3.69109743630411	7.30928533789062e-07	0.000159894266639054
66530	Ubxn6	2.13234067977875	4.91067315401598	7.45826827982694e-07	0.000159894266639054
109169	Igip	-1.80128762957999	6.68356004721816	7.49372225326402e-07	0.000159894266639054
69181	Dyrk2	3.23515158137037	2.86637530900116	7.51994655679954e-07	0.000159894266639054
223255	Stk24	1.974202726611	5.29260441049357	7.92399120037112e-07	0.000162019806864063
16011	Igfbp5	-1.79162788638645	6.06424797933938	8.08544512299216e-07	0.000162019806864063
212862	Chpt1	-2.31722591767099	3.55949862415708	8.1190813407614e-07	0.000162019806864063
67556	Pigm	-2.93547311164433	2.87565855654686	8.17890606329735e-07	0.000162019806864063
330817	Dhps	1.68013198342283	5.29208261743583	8.21689798663751e-07	0.000162019806864063
12168	Bmpr2	-1.87518104406178	6.65238996229103	8.30229250391449e-07	0.000162019806864063
107242	AI837181	1.58404648065556	6.48546474629991	8.82352175576746e-07	0.000165298402966167
71474	Ppp6r2	2.01633538274559	6.27512020574444	8.83311298551683e-07	0.000165298402966167
14401	Gabrb2	-1.84966245191169	7.01646432979746	8.86640198843433e-07	0.000165298402966167
327951	Cyb5d1	3.95231504228964	1.86311563144902	9.04185878811527e-07	0.000165298402966167
16589	Uhmk1	4.13051150829147	3.27002261176481	9.18627604363431e-07	0.000165298402966167
235300	Tmem136	-2.27174474091499	3.56700952936165	9.19345304780285e-07	0.000165298402966167
320165	Tacc1	-1.59181253600172	5.7702292136321	9.35638361485898e-07	0.000165298402966167
18573	Pde1a	1.84207659014643	7.83302799956645	9.3985474099814e-07	0.000165298402966167
67804	Snx2	1.86998514152054	6.52177162211245	9.62694750009342e-07	0.000167250602544306
70012	Cep85	-3.20261349279153	5.62979892478265	9.983289668823e-07	0.000171351740508497
56459	Sae1	1.51175439089759	7.25656514347948	1.02931611700248e-06	0.000172778797266022
70439	Taf15	-1.74782484913845	5.56976515827822	1.030899745024e-06	0.000172778797266022
14609	Gja1	-2.05028751690029	5.19291190299929	1.05446968819665e-06	0.000173722073302767
17698	Msn	-2.40790100159326	3.00022755280077	1.0798691865548e-06	0.000173722073302767
71306	Mfap3l	-2.69400046864024	4.59526671139635	1.0809153928912e-06	0.000173722073302767
240672	Dusp5	2.93557327346933	3.33940027717046	1.0915896152618e-06	0.000173722073302767
13164	Dazl	-2.27793856568642	2.61173278741992	1.11013772355824e-06	0.000173722073302767
55988	Snx12	1.56464411697252	6.32938528482674	1.12650124731191e-06	0.000173722073302767
54403	Slc4a4	-1.90672346339676	5.26674423840845	1.12760808302946e-06	0.000173722073302767
52480	Snhg14	-2.74456949985993	4.25159864286009	1.13563931725661e-06	0.000173722073302767
12343	Capza2	1.52549307076094	9.02397889829624	1.14627789487997e-06	0.000173722073302767
68564	Nufip2	-1.83178185096807	6.03464693280604	1.17980175602349e-06	0.000176920587540112
27226	Pla2g7	-2.07521462740369	5.2242177258021	1.19516827044863e-06	0.000176999883204751
20692	Sparc	-1.8125810275787	5.06135089192339	1.20517960626568e-06	0.000176999883204751
52589	Ncald	1.78773897235441	9.93586476461149	1.2267412501666e-06	0.000177706891536785
52696	Zwint	1.59529114130647	10.3717274487216	1.23494189682309e-06	0.000177706891536785
12450	Ccng1	-1.89592375215445	6.63239145373632	1.2823345323755e-06	0.000181053056922333
68750	Rreb1	-2.47026608570759	3.13367396952123	1.29601060861889e-06	0.000181053056922333
18245	Oaz1	1.48004594786345	7.58137264276142	1.30749443720792e-06	0.000181053056922333
268980	Strn	2.89937208370158	4.01754595123128	1.30903164839255e-06	0.000181053056922333
71918	Zcchc24	-1.80877676569156	4.70180905452658	1.33886868803007e-06	0.000182435765205895
15931	Ids	-2.42271322229196	8.69775534760034	1.34886640968674e-06	0.000182435765205895
235180	Fez1	1.76739944541089	8.64816388218586	1.35744708071212e-06	0.000182435765205895
60599	Trp53inp1	-1.9756930779658	3.35766797529277	1.37030481267391e-06	0.000182442638891145
67078	Pgp	1.4607213601967	6.19261324030435	1.39292161322715e-06	0.000183736678722536
94214	Spock2	1.57290493885446	7.31035041372169	1.41961225954634e-06	0.000185539415133002
102334	Ankrd10	-1.7370581789925	4.72570875779291	1.45655021480762e-06	0.000186647254123342
66961	Neat1	-3.25625833294866	4.19438801376796	1.49129801710201e-06	0.000186647254123342
56356	Gltp	-1.63394431144903	4.68867175895384	1.49894887066952e-06	0.000186647254123342
18479	Pak1	1.42391446163288	9.25885786923991	1.5123924578308e-06	0.000186647254123342
170758	Rac3	1.63734700159361	4.64173521247047	1.51422971106019e-06	0.000186647254123342
245880	Wasf3	2.6279407049131	4.88657608762581	1.53474680219157e-06	0.000186647254123342
69065	Chac1	2.29062558797268	2.91407712378235	1.53580239502685e-06	0.000186647254123342
71538	Fbxo9	1.55236009094658	6.86867118385925	1.54686872243702e-06	0.000186647254123342
320977	A330023F24Rik	-2.79103422390233	2.34721559829365	1.55095930913315e-06	0.000186647254123342
68799	Rgmb	2.60203740432852	4.70189017056334	1.55910594136443e-06	0.000186647254123342
228432	Ano3	-1.7148506352324	6.6210922321239	1.59110439687927e-06	0.000188890610316184
19358	Rad23a	1.52044831149928	5.99827852556255	1.63451089365305e-06	0.000192440018107284
22350	Ezr	-1.72443774067235	4.28830708691611	1.6508614581805e-06	0.000192771904370815
16513	Kcnj10	-2.01246818578889	5.06681846090451	1.67233797809723e-06	0.000193692088097343
56424	Stub1	1.69557711369237	5.99041741939011	1.76411853251141e-06	0.000201836608341693
229542	Gatad2b	3.41902803744191	2.75030193323473	1.77361620420496e-06	0.000201836608341693
12696	Cirbp	1.52605164189163	6.21575989520824	1.7851616349188e-06	0.000201836608341693
236790	Ints6l	-2.12884192443498	3.70831592754111	1.80351030207037e-06	0.000202305572939326
20255	Scg3	-1.46160192202692	6.4579983553194	1.87539024247189e-06	0.000206072141350872
57296	Psmd8	1.55751919866766	7.44836675950544	1.89964915045642e-06	0.000206072141350872
53881	Slc5a3	-2.19018177050157	3.91902793209323	1.90324904972541e-06	0.000206072141350872
72225	1700003M07Rik	-1.8720390435181	4.29092856386691	1.91354684833897e-06	0.000206072141350872
70160	Vps36	2.2438905260332	4.12693409252243	1.92031789366891e-06	0.000206072141350872
17433	Mobp	-1.82770063419587	7.65104281950011	1.923880022439e-06	0.000206072141350872
13010	Cst3	-1.40345265331734	7.75225129460644	1.95974124502149e-06	0.000206826600362627
75624	Metap1	1.52564951307627	6.15247044016413	1.97186815514478e-06	0.000206826600362627
170942	Erdr1	-2.06679820056432	4.44532332844813	1.99595267549641e-06	0.000206826600362627
17151	Ccndbp1	1.90086973335161	6.16278448013354	2.00187311293633e-06	0.000206826600362627
104625	Cnot6	-1.88333611017406	5.40311586400484	2.00351473045364e-06	0.000206826600362627
18217	Ntsr2	-1.77972602566327	5.13455625918769	2.08679705300027e-06	0.000213874178539869
12488	Cd2ap	-2.0415402961013	3.43231227616178	2.23320300238268e-06	0.000227244356942455
381126	Garem1	2.19527809764595	4.90426398352042	2.27991037449206e-06	0.000229964940560245
22067	Trpc5	-1.75968507522386	4.91976206901643	2.29508391591783e-06	0.000229964940560245
83431	Ndel1	1.50597363934424	6.90606571414426	2.31897435164332e-06	0.000229964940560245
103012	Firre	-2.11222188333057	2.93925132101272	2.32714184649112e-06	0.000229964940560245
17756	Map2	-1.53468047483696	9.32530385354361	2.34955243666398e-06	0.000229964940560245
78541	Asb8	1.37638866888136	6.31928969372752	2.36037543355409e-06	0.000229964940560245
108645	Mat2b	1.45577565438236	7.3815773451954	2.37293600044616e-06	0.000229964940560245
19087	Prkar2a	1.81813370366178	5.37706810208656	2.39290969258568e-06	0.000230333726220106
140740	Sec63	-2.41075016627377	5.79760000941809	2.49535985049022e-06	0.000236986010936557
229877	Rap1gds1	1.53588904426229	9.20076141391055	2.50978068710256e-06	0.000236986010936557
381813	Prmt8	1.41919086559654	6.52818541570572	2.51192528789977e-06	0.000236986010936557
319832	Tmem229a	-1.60458155848016	4.99442789331246	2.58746213869864e-06	0.000242506484394085
67956	Kmt5a	-1.48969501278979	6.04014792126	2.60633255679935e-06	0.000242678520288651
20203	S100b	-1.36631309736581	5.4059066808728	2.64065144368736e-06	0.000242897513319405
102623	NA	-2.44450493334854	3.31134793146338	2.6427849617091e-06	0.000242897513319405
71901	Fam219a	2.16020071200099	7.02294673856909	2.69088814135209e-06	0.000244070465148445
12858	Cox5a	1.5072930137911	8.01299621016657	2.69316261105067e-06	0.000244070465148445
319535	Zfp182	-2.40184132307002	3.04352407005064	2.70694465067066e-06	0.000244070465148445
243914	Lgi4	-1.97850417487309	3.54305788838665	2.75854466183939e-06	0.000244311248177504
68268	Zdhhc21	-2.06337440299881	4.86762565983168	2.77266357185088e-06	0.000244311248177504
66235	Eif1ax	1.39688047509225	5.53263737070306	2.77390672805546e-06	0.000244311248177504
227682	Trub2	1.59467933950747	4.87527254018329	2.77821298643519e-06	0.000244311248177504
116939	Pnpla3	-3.43010855207731	1.4199481472089	2.82595884955211e-06	0.0002462172250235
20187	Ryk	-2.07258020228254	4.1214112402528	2.8545122416957e-06	0.0002462172250235
210376	Mtmr9	2.72384994339652	4.42267024705811	2.86563554574319e-06	0.0002462172250235
19317	Qk	-1.37600201434097	7.30163840075323	2.86902003045774e-06	0.0002462172250235
14348	Fut9	-2.50256942047859	5.34780152515021	2.89093740656373e-06	0.000246612540682077
16939	Lor	1.72623658372961	3.79340202371509	2.95309250092216e-06	0.00024897507966882
76960	Bcas1	-1.99212685637005	4.84020154476313	2.95368438314149e-06	0.00024897507966882
19298	Pex19	1.34237580538242	6.93978730829047	2.97106300320787e-06	0.00024897507966882
216344	Rab21	1.40378354998721	6.06613700611426	3.01819205956966e-06	0.00024943037253006
30853	Mlf2	1.3339246763692	9.64363680304876	3.04545188226555e-06	0.00024943037253006
50770	Atp11a	-1.76033356583923	4.0688859599347	3.0644270774001e-06	0.00024943037253006
75869	Arl5b	2.81876395355239	2.05171887577446	3.06730270739716e-06	0.00024943037253006
68043	Eef1akmt1	1.5536774337686	5.1043353466732	3.07767787505816e-06	0.00024943037253006
636791	Gm9866	1.60919622758292	5.07822796573601	3.09769917714718e-06	0.00024943037253006
11816	Apoe	-1.40604449036888	7.52393088808833	3.10737824227843e-06	0.00024943037253006
213993	Ccdc186	4.27544783801906	2.71777488970355	3.12996160887686e-06	0.00024943037253006
219024	Tmem55b	1.51263033684521	6.17186403100456	3.13407529712767e-06	0.00024943037253006
320538	Ubn2	-1.98795934281459	4.6920365157921	3.18749626325283e-06	0.00025139048298312
320717	Pptc7	1.8429647450017	5.24429669632198	3.19677993001925e-06	0.00025139048298312
192196	Luc7l2	-1.47327428969016	7.00201703392137	3.21164312108156e-06	0.00025139048298312
329575	Gm14325	-1.67893843037807	4.55255618251813	3.33945534098632e-06	0.00025919714136194
52829	Lurap1l	1.52868679418674	6.04254765501888	3.36188012293158e-06	0.00025919714136194
70296	Tbc1d13	1.43828017759034	5.89696399435494	3.36596035041127e-06	0.00025919714136194
229694	AI504432	-2.1867414798276	3.4536146929096	3.43875177649311e-06	0.000261790364826021
15468	Prmt2	1.48526097585984	6.54568175185216	3.45355548612515e-06	0.000261790364826021
22194	Ube2e1	1.81041494400164	5.20453807101243	3.45912733902203e-06	0.000261790364826021
75734	Mff	1.30284690872085	8.08071054796155	3.4731418610219e-06	0.000261790364826021
66989	Kctd20	2.35753781152052	4.86057750407418	3.51495056397114e-06	0.0002635113262785
13714	Elk4	-2.41074645578424	4.29031598172854	3.53296808361599e-06	0.0002635113262785
69587	Pcgf3	1.83876013986978	4.67574978645517	3.57362345103701e-06	0.00026515541501809
12704	Cit	2.9941480466194	3.54637162795717	3.60661597937081e-06	0.000265802756989612
67515	Ttc33	1.46999237780005	5.95076089961176	3.61966410613398e-06	0.000265802756989612
19053	Ppp2cb	1.31136537526823	7.2233863980529	3.6951979837961e-06	0.000269957899882868
434156	Eid2b	1.48412291794057	5.17922525560969	3.71864088079836e-06	0.000270181944011324
232798	Leng8	-1.62531663099362	5.06336426848528	3.76089900425444e-06	0.000270181944011324
170459	Stard4	2.4081850606923	2.92987504458767	3.78503163540424e-06	0.000270181944011324
12122	Bid	1.74106528642289	4.59162904539775	3.78941754430667e-06	0.000270181944011324
219150	Hmbox1	-1.45967509705698	5.27628612451666	3.85033094830437e-06	0.000270181944011324
57776	Ttyh1	-1.45976784462788	6.78192647226588	3.85791288628665e-06	0.000270181944011324
107065	Lrrtm2	-1.42762517431641	5.08706662298259	3.8597569050338e-06	0.000270181944011324
19775	Xpr1	-2.0304995080072	5.84306805824085	3.90923480315489e-06	0.000270181944011324
53602	Hpcal1	1.64755187189266	6.44220419464663	3.91977367819158e-06	0.000270181944011324
30839	Fbxw5	1.3044258047041	6.50209265183151	3.94191664708101e-06	0.000270181944011324
97387	Strn4	1.40124160420088	8.09869275489306	3.95600788228395e-06	0.000270181944011324
333639	Mamld1	2.04757721326427	4.2829159898375	3.96716221495325e-06	0.000270181944011324
69019	Spcs1	1.6353254560876	5.43234404574694	4.00484606978772e-06	0.000270181944011324
97863	Fam8a1	2.49240917884692	3.46703551672314	4.00783650523868e-06	0.000270181944011324
68272	Rbm28	-1.49969043492662	5.33866212724248	4.01684767756811e-06	0.000270181944011324
20751	Spr	1.31206088498012	5.98819773579814	4.02286079612856e-06	0.000270181944011324
16594	Klc2	1.56904701816294	8.56383976085389	4.02779493627388e-06	0.000270181944011324
225358	Fam13b	2.18846569072611	4.88657928272667	4.03964299272863e-06	0.000270181944011324
22428	Dctn6	1.36606548784683	6.44233699252368	4.09196229119434e-06	0.000270733435309106
621976	Tmem170b	-1.61770601414156	6.43839156093886	4.13469354137236e-06	0.000270733435309106
26558	Homer3	1.3309982646735	6.4066937910663	4.13897960469427e-06	0.000270733435309106
73340	Nptxr	5.32443442028711	2.72165536382635	4.13993413699942e-06	0.000270733435309106
67914	Coq9	1.32375297785293	6.34288579748444	4.14425294044689e-06	0.000270733435309106
625098	Slc38a6	-2.21858711906168	3.04406087152384	4.16191368332825e-06	0.000270733435309106
66921	Prpf38b	-1.3990598835637	5.07470415264404	4.18355088631788e-06	0.000270903936029475
71514	Sfpq	-1.57300884987136	7.15575201315095	4.23330929083345e-06	0.000272885629670649
18087	Nktr	-1.41042135879349	5.17075029001944	4.29378315502045e-06	0.000275537093812708
17967	Ncam1	-1.87101357501434	6.74305456207053	4.31941311395568e-06	0.000275938830589294
100504166	4933421O10Rik	-1.87174845139167	2.76933538489586	4.34098982533773e-06	0.000276079201123934
66923	Pbrm1	-1.40974926322403	5.39752488104295	4.42940298289792e-06	0.000280450110641617
22110	Tspyl1	1.42164552156523	8.33061227293527	4.49632900847625e-06	0.000283281733058127
19046	Ppp1cb	1.29817255390794	8.93668933047689	4.53927782108173e-06	0.000283281733058127
240263	Fem1c	2.15853272223995	3.13757203122797	4.54927181241043e-06	0.000283281733058127
53598	Dctn3	1.27180039830837	6.9193539763234	4.55366537065219e-06	0.000283281733058127
26893	Cops6	1.29790071169464	7.24949380378804	4.59289611123408e-06	0.000284479991307133
242662	Rims3	2.84125686882197	1.24936164233107	4.61444409796671e-06	0.000284577361989757
226977	Actr1b	1.47809269396178	8.31609826202041	4.66078200162198e-06	0.000286196122392701
71389	Chd6	-1.47992009445124	5.53654844914244	4.74626284486288e-06	0.000288385845152993
83946	Phip	-1.90156708821845	5.00158901323851	4.76778426307513e-06	0.000288385845152993
330503	Gm5113	2.82109416527654	3.07376741767439	4.78504393111525e-06	0.000288385845152993
17919	Myo5b	1.783314241028	7.92642088186976	4.7924884017178e-06	0.000288385845152993
72572	Spats2	1.7076332659048	4.79311764549871	4.79765866216899e-06	0.000288385845152993
74648	S100pbp	2.20080677301914	2.44635151184948	4.98997892725689e-06	0.000298685881502948
69519	Rwdd2a	1.45053421299653	5.02045593376263	5.12595839780036e-06	0.000305541436548385
16709	Ktn1	-1.55013875839854	4.78814479481374	5.17827708563657e-06	0.000307373897341578
81003	Trim23	2.05164712535318	5.55055765938517	5.24345911006156e-06	0.000308300963099828
105351	AW209491	1.68471707280564	4.69642670666875	5.2586221305425e-06	0.000308300963099828
26891	Cops4	1.50029077549698	6.75378316090421	5.25881889886692e-06	0.000308300963099828
22608	Ybx1	-1.26271274410685	6.42955715731061	5.32241474597381e-06	0.000310750493734192
12314	Calm2	1.37330147172122	11.642312437805	5.41319925225575e-06	0.000313403935183646
76626	Msi2	-1.5592901038292	5.79835804720678	5.41705350969113e-06	0.000313403935183646
239408	Tmem74	2.54590446807191	2.45499483600095	5.4338601705995e-06	0.000313403935183646
75202	Spaca6	-2.0496910895031	2.28330130417619	5.473034260865e-06	0.000314390508388237
73916	Ift57	1.26958381875184	6.13055787062098	5.5236549473721e-06	0.000316024049719932
22700	Zfp40	-1.64835201595091	3.82037697819394	5.60353657654024e-06	0.000317449320357879
68277	2310057M21Rik	1.57036864085512	4.8072463091631	5.68313334356702e-06	0.000317449320357879
12238	Commd3	1.28654681065351	6.19989690695136	5.68687640752808e-06	0.000317449320357879
56371	Fzr1	1.46606765402865	6.61925716689261	5.69561259285952e-06	0.000317449320357879
270097	Vat1l	1.46480209481603	4.94045008949315	5.70966817932363e-06	0.000317449320357879
216965	Taok1	-1.4066386694514	7.41394904885861	5.72452865576708e-06	0.000317449320357879
20404	Sh3gl2	1.4899258394792	9.71347339618281	5.74232409161871e-06	0.000317449320357879
14870	Gstp1	1.33855139453385	6.22238447740755	5.74865057468754e-06	0.000317449320357879
227753	Gsn	1.42383119804407	6.16991534822543	5.77540008239288e-06	0.000317449320357879
329274	Fam163a	-1.95816278581541	2.88736560466608	5.78192890018117e-06	0.000317449320357879
50755	Fbxo18	1.54769457689246	5.68652476209703	5.7936840722342e-06	0.000317449320357879
12934	Dpysl2	-1.50407712949722	8.03105160912381	5.84684333484344e-06	0.000318225284297996
72946	Lrrc47	2.04686090139286	5.33511036067339	5.85252172441913e-06	0.000318225284297996
56220	Zfp386	-1.48147623844911	4.67956656046761	5.87885718779473e-06	0.000318441823183741
218793	Ube2e2	1.25592435317364	7.38880797306275	5.95387962405741e-06	0.000319026332288599
414758	Zfp950	-1.49564895268323	4.37056339158765	5.97854784509941e-06	0.000319026332288599
631990	Cdr1	-4.08400661323615	3.18594779042615	5.97896696511489e-06	0.000319026332288599
19045	Ppp1ca	1.25133223664878	8.09530774142045	5.98941762637341e-06	0.000319026332288599
75965	Zdhhc20	-2.43505355774014	5.0707633859553	6.00161849314507e-06	0.000319026332288599
100503068	Gm11549	1.68319973077287	3.53679782466726	6.11931161173046e-06	0.000323116942955962
71521	Pds5a	1.76133443512059	4.01296215870186	6.14344481938649e-06	0.000323116942955962
232430	Crebl2	1.7457757306668	4.19446905305441	6.15689598784761e-06	0.000323116942955962
21951	Tnks	1.98094348351193	4.56312269880606	6.17207248962178e-06	0.000323116942955962
57896	Krcc1	-1.76247038607844	3.19508990511967	6.19197848006302e-06	0.000323116942955962
12660	Chka	-1.3538992452794	5.64956422566742	6.24689142819334e-06	0.000324792756518403
59069	Tpm3	1.25141812511509	7.74270983413776	6.28042363591096e-06	0.000325348782244318
13609	S1pr1	-1.62643818886996	4.43895171333634	6.3245793871835e-06	0.000325358734852208
79044	Mrps34	1.81198313528298	3.59080508823248	6.32629296322207e-06	0.000325358734852208
19762	Rit2	1.24297426472873	7.18916807908918	6.37616382621913e-06	0.000325823314791715
236900	Pdk3	1.34644276613334	5.26484957593868	6.4362793432905e-06	0.000325823314791715
75812	Tasp1	1.34627178188826	5.1071522718389	6.46610040100544e-06	0.000325823314791715
223254	Farp1	-1.37677019406877	4.71176275544286	6.46688201201412e-06	0.000325823314791715
66854	Trim35	1.65498586054262	7.80661307024459	6.48402328695168e-06	0.000325823314791715
51800	Bok	1.41454649932018	7.45144211676819	6.50560793877171e-06	0.000325823314791715
320825	Samd5	2.30088874782265	2.5014169726501	6.5068940369451e-06	0.000325823314791715
319722	E330033B04Rik	-4.39571799465667	-0.7830297628895	6.51829599295513e-06	0.000325823314791715
547127	Tmem181b-ps	-2.13693740998957	4.05810578206322	6.54315446345335e-06	0.000325922302399848
243371	Lrrc61	1.38231733653613	4.54562254273734	6.66404770569487e-06	0.00033078753872937
381338	Lonrf2	2.27735006334352	6.60623575543766	6.71863702391653e-06	0.000332339246676093
16593	Klc1	1.39809823722726	10.2616388102025	6.79819158918123e-06	0.000335110855984345
118446	Gjc3	-1.60992914628309	4.41846915638223	6.82377284605077e-06	0.000335211958499446
81910	Rrbp1	-2.75338802495786	4.0715945649342	6.9105278534053e-06	0.000338307147077704
171469	Gpr37l1	-1.42499968656772	4.93139168007409	6.96156583554842e-06	0.000339570889018817
321007	Serac1	-1.6057069107862	4.29210060814485	6.98644147257504e-06	0.000339570889018817
13418	Dnajc1	-2.4721481263263	3.13555528358881	7.00916933968611e-06	0.000339570889018817
22360	Nrsn1	-2.78044013597281	7.58477342576517	7.03168694795389e-06	0.000339570889018817
18027	Nfia	-2.04360367929665	5.74647856727469	7.19394747835783e-06	0.000346233026272587
70546	Zdhhc2	-1.39043724255322	4.38913119254425	7.26988531454009e-06	0.000348709717814606
67463	Poc5	1.68608513324153	4.96848071063697	7.32786461807257e-06	0.000350095226124899
68190	Dubr	-1.57574105254967	3.60792765372361	7.34792030123157e-06	0.000350095226124899
17134	Mafg	1.73353306715398	3.36420392821316	7.43834029785562e-06	0.000350972386955097
19291	Purb	-2.3958211745656	9.29577725970749	7.44323333809043e-06	0.000350972386955097
68089	Arpc4	1.3727403091757	7.60692240032877	7.47258119873239e-06	0.000350972386955097
27386	Npas3	-1.72026717649412	3.23216227355054	7.50427721927594e-06	0.000350972386955097
330941	AI593442	-1.38807635958632	6.9377136592043	7.55856605653678e-06	0.000350972386955097
